,item_name,calories,protein,carbs,fat
32752,Shredded Lettuce,3.969,0.255,0.841,0.045
32753,Sliced American Cheese,103.761,5.141,1.355,13.826
32754,Sliced American Cheese,103.761,5.141,1.355,13.826
32755,Sliced American Cheese,207.522,10.281,2.709,27.651
32756,Sliced Bacon,201.600,14.400,0.000,24.48
32757,Sliced Bacon,201.600,14.400,0.000,24.48
32758,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32759,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32760,Sliced Cheddar Cheese,228.826,14.176,0.000,30.374000000000002
32761,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
32762,Sliced Monterey Jack Cheese,116.943,6.379,1.063,13.821000000000002
32763,Sliced Monterey Jack Cheese,233.886,12.758,2.126,27.642000000000003
32764,Sliced Onions,11.340,0.312,2.648,0.04
32765,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32766,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32767,Sliced Tomatoes,3.408,0.166,0.736,0.044
32768,Veggie Burger,387.419,14.295,60.615,9.566
32769,Veggie Burger Patty,170.000,7.000,21.000,6.0
32770,Buffalo Chicken Pizza,3185.712,179.528,311.200,201.16
32771,Cheese Pizza,2627.528,133.416,305.032,155.424
32772,Pepperoni  Pizza,2913.296,144.328,305.696,191.704
32774,"Egg, Sausage and Cheese Bagel",545.349,24.767,32.900,48.235
32775,French Toast Sticks,459.725,6.133,47.830,31.711
32776,"Fried Egg, Cheese, & Bacon Bagel",573.502,31.493,32.266,51.272999999999996
32777,"Fried Egg, Cheese, Bacon Croissant",619.500,28.226,27.371,64.02199999999999
32778,"Fried Egg, Cheese, Sausage Croissant",620.400,22.939,28.384,64.855
32779,Hash Browned Patty,137.778,0.984,14.762,9.349
32781,Bagel,150.806,4.435,30.161,0.444
32782,Croissant,261.053,4.351,26.105,21.753999999999998
32783,Extra Fried Egg,88.282,6.078,0.371,8.652
32784,Fried Eggs Breakfast Sandwich,88.282,6.078,0.371,8.652
32785,Gluten Free Bread,98.182,1.091,19.636,3.2729999999999997
32786,Provolone Cheese,101.250,7.088,1.013,12.151
32787,Provolone Cheese,101.250,7.088,1.013,12.151
32788,Sausage Patty,202.500,9.113,1.013,25.313000000000002
32789,Sliced American Cheese,103.761,5.141,1.355,13.826
32790,Sliced American Cheese,103.761,5.141,1.355,13.826
32791,Sliced Bacon,201.600,14.400,0.000,24.48
32792,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32793,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32794,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32795,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32796,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32797,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32799,Amish Chicken Corn Chowder 12 ozl,5790.840,403.368,414.984,427.056
32800,Penn State Tomato Soup 12 ozl,154.050,2.848,26.782,4.162
32801,Caesar Salad,902.604,46.316,41.338,86.715
32802,Farmhouse Ranch Salad,707.644,12.926,22.087,74.636
32803,Greek Salad,525.296,9.353,33.030,47.857
32804,Cheddar Cheese Sauce,120.483,1.506,9.036,11.295
32805,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
32806,Grilled Fajita Style,18.868,0.422,2.714,0.978
32807,Lebanese Beef,291.432,21.114,5.995,23.384999999999998
32808,Provolone Cheese,101.250,7.088,1.013,12.151
32809,Beef Cheesesteak,259.200,30.780,4.860,15.39
32810,Caesar Chicken Wrap,708.325,37.391,67.263,41.456
32811,Crispy Chicken Ranch Club,1063.888,50.123,78.203,80.399
32812,Cuban Baguette,606.453,36.357,49.853,38.519
32813,Impossible Greek Gyro,669.926,36.232,80.013,33.064
32814,Multigrain Avocado Toast,346.571,7.305,31.687,24.343
32815,Sesame Crispy Chicken Sandwich,815.494,27.188,80.145,51.325
32816,The Outpost Oven Fried Chicken Sandwich,1131.483,49.046,89.036,75.08500000000001
32817,Tomato Basil Baguette,562.230,23.041,50.083,45.459
32818,Turkey Club on Multigrain Artisan Bread,721.926,45.191,67.277,41.738
32819,Dill Pickle Spear,4.200,0.175,0.844,0.133
32820,Extra Fried Eggs,88.282,6.078,0.371,8.652
32821,Beef Cheesesteak Flatbread Piazza,508.053,25.607,50.241,28.61
32822,Honey Sriracha Chicken Piazza,919.940,28.921,124.378,48.19
32823,Margherita Flatbread Pizza,564.803,26.166,50.258,42.365
32824,Pepperoni Flatbread Piazza,543.807,20.758,52.048,37.498999999999995
32825,CYO Burrito,260.000,8.000,47.000,7.5
32826,CYO Burrito Bowl,0.000,0.000,0.000,0.0
32829,CYO Nacho's,401.436,6.039,57.648,19.979999999999997
32830,Chicken Alfredo Bowl,347.398,22.027,24.006,28.636000000000003
32831,Mac and Cheese Bowl,655.842,20.344,55.238,53.849
32832,Provolone Cheese,202.500,14.176,2.026,24.302
32833,Apple,68.328,0.342,18.146,0.26
32834,Beef Cheesesteak Half,129.600,15.390,2.430,7.695
32835,Black Bean Corn Salsa,15.152,0.638,3.352,0.109
32836,Black Beans,34.285,1.666,5.177,0.8620000000000001
32837,Carnitas ,425.453,24.168,8.566,41.327
32838,Cheddar Cheese Sauce,40.161,0.502,3.012,3.765
32839,Chicken Fajita,210.532,28.308,0.807,12.437000000000001
32840,Cilantro Lime Rice,122.012,2.903,26.529,0.011
32841,Cilantro Lime Sauce,366.840,0.422,1.356,45.077999999999996
32842,Dill Pickle Spear,4.200,0.175,0.844,0.133
32843,Extra Beef Cheesesteak,129.600,15.390,2.430,7.695
32844,Extra Carnitas ,425.453,24.168,8.566,41.327
32845,Extra Chicken Fajita,210.532,28.308,0.807,12.437000000000001
32846,Extra Steak Fajitas,276.332,20.715,8.566,21.168
32847,Grilled Chicken Breast,140.122,32.020,0.010,1.501
32848,Grilled Fajita Style,18.868,0.422,2.714,0.978
32849,Grilled Onions,56.435,0.749,5.592,4.146
32850,Guacamole,113.400,1.890,3.780,11.34
32851,Guacamole,113.400,1.890,3.780,11.34
32852,Half White Sub Roll,128.000,4.000,26.000,0.5
32853,Hoagie Roll White Whole,256.000,8.000,52.000,1.0
32854,Pickled Red Onions,23.331,0.312,5.890,0.04
32855,Pico De Gallo,5.257,0.264,1.140,0.063
32856,Potato Roll,210.000,7.000,38.000,3.5
32857,Provolone Cheese,101.250,7.088,1.013,12.151
32858,Provolone Cheese,101.250,7.088,1.013,12.151
32859,Provolone Cheese,202.500,14.176,2.026,24.302
32860,Queso Blanco,228.830,10.556,4.910,28.473999999999997
32861,Refried Beans,24.220,1.396,4.066,0.248
32862,Roasted Mushrooms,20.545,0.358,0.930,2.112
32863,Shredded Lettuce,3.969,0.255,0.841,0.045
32864,Shredded Lettuce,3.969,0.255,0.841,0.045
32865,Sliced American Cheese,103.761,5.141,1.355,13.826
32866,Sliced Bacon,201.600,14.400,0.000,24.48
32867,Sliced Black Olives,32.602,0.238,1.774,3.43
32868,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32869,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32870,Sliced Jalapeno,4.111,0.129,0.922,0.066
32871,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32872,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32873,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32874,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32875,Sliced Tomatoes,3.408,0.166,0.736,0.044
32876,Sour Cream,161.866,1.994,3.786,24.107999999999997
32877,Spicy Mayonnaise,140.869,0.000,1.687,16.624000000000002
32878,Steak Fajitas,276.332,20.715,8.566,21.168
32879,White Cheddar Jack Blend,111.375,7.088,0.000,15.187000000000001
32881,5 oz. Hamburger,350.382,23.708,0.000,39.929
32882,Beyond Burger,497.419,27.295,45.615,29.566
32883,Black Bean Burger,378.382,20.373,57.723,10.608
32885,Cheeseburger Single,664.215,33.574,41.976,55.133
32886,Chicken Tenders,567.130,33.779,33.779,40.128
32887,Dill Pickle Chips,0.996,0.000,0.199,0.0
32888,Double Cheeseburger,1066.297,59.882,42.618,101.998
32889,Double Hamburger Single,962.536,54.742,41.263,88.172
32890,Fried Chicken Sandwich,610.819,29.494,57.218,36.308
32891,Fries,307.980,2.700,31.050,23.31
32892,GF Hamburger Roll,485.714,7.286,99.571,6.071
32893,Grilled Cheese PSU,831.788,33.309,78.254,64.863
32894,Grilled Chicken Sandwich,429.408,33.414,40.218,19.391
32895,Hamburger Single,612.154,31.034,41.263,48.243
32896,Ketchup,33.353,0.000,8.338,0.0
32897,Mayonnaise,189.000,0.000,0.000,23.626
32898,Mozzarella Sticks,452.954,17.627,28.351,38.673
32899,Potato Roll,210.000,7.000,38.000,3.5
32900,Provolone Cheese,101.250,7.088,1.013,12.151
32901,Shredded Lettuce,3.969,0.255,0.841,0.045
32902,Sliced American Cheese,103.761,5.141,1.355,13.826
32903,Sliced Bacon,201.600,14.400,0.000,24.48
32904,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32905,Sliced Onions,11.340,0.312,2.648,0.04
32906,Sliced Pepper Jack Cheese,202.500,12.150,2.026,26.326
32907,Sliced Tomatoes,3.408,0.166,0.736,0.044
32908,Turkey Burger,423.952,26.533,41.299,19.429
32909,Turkey Cheeseburger,475.833,29.103,41.976,26.342
32910,Veggie Burger,387.419,14.295,60.615,9.566
32911,Veggie Burger Patty,170.000,7.000,21.000,6.0
32912,Cheese Pizza Slice,41.055,2.085,4.766,2.428
32914,Belgian Waffle,376.143,6.966,73.835,5.572
32915,Blue & White Pancakes,144.363,3.473,20.876,6.053
32916,Blueberry Pancakes,141.460,3.434,20.516,5.763999999999999
32917,CYO Breakfast Burrito,0.000,0.000,0.000,0.0
32918,Chocolate Chip Pancakes,155.450,3.645,22.334,7.212
32919,"Egg, Sausage and Cheese Bagel",545.349,24.767,32.900,48.235
32920,French Toast Sticks,459.725,6.133,47.830,31.711
32921,"Fried Egg, Cheese, & Bacon Bagel",573.502,31.493,32.266,51.272999999999996
32922,"Fried Egg, Cheese, Bacon Croissant",619.500,28.226,27.371,64.02199999999999
32923,"Fried Egg, Cheese, Sausage Croissant",620.400,22.939,28.384,64.855
32924,Fried Eggs,88.282,6.078,0.371,8.652
32925,Hash Browned Patty,137.778,0.984,14.762,9.349
32926,Omelets-to-Order,331.780,26.165,3.529,31.641999999999996
32927,Pancakes,139.574,3.418,20.066,5.7379999999999995
32928,Scrambled Eggs,173.699,14.884,0.000,14.89
32929,Strawberry Banana Pancakes,152.024,3.579,23.246,5.804
32930,Bacon Bits,132.300,9.450,0.000,16.064999999999998
32931,Blueberry Bagels,280.000,9.000,58.000,1.0
32932,Cream Cheese,99.225,1.744,1.565,15.494
32933,Diced Green Peppers,7.938,0.261,1.899,0.065
32934,Diced Ham,33.750,4.725,1.013,1.351
32935,Diced Ham,33.750,4.725,1.013,1.351
32936,Diced Onions,11.340,0.312,2.648,0.04
32937,Diced Tomatoes,5.103,0.249,1.103,0.065
32938,Diced Tomatoes,5.103,0.249,1.103,0.065
32939,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
32940,Gluten Free Bread,98.182,1.091,19.636,3.2729999999999997
32941,Grape Jelly,3.525,0.000,0.906,0.0
32942,Omelet Bar,165.663,14.200,0.000,14.2
32943,Peanut Butter,121.486,4.050,5.062,12.149000000000001
32944,Plain Bagels,290.000,10.000,61.000,1.0
32945,Plain Wrap,260.000,8.000,47.000,7.5
32946,Provolone Cheese,101.250,7.088,1.013,12.151
32947,Provolone Cheese,101.250,7.088,1.013,12.151
32948,Sausage Patty,202.500,9.113,1.013,25.313000000000002
32949,Sausage Patty,202.500,9.113,1.013,25.313000000000002
32950,Sausage Patty,101.250,4.557,0.507,12.657
32951,Scrambled Egg Whites,57.084,11.929,1.168,0.048
32952,Scrambled Eggs,173.699,14.884,0.000,14.89
32953,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
32954,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
32955,Sliced American Cheese,103.761,5.141,1.355,13.826
32956,Sliced American Cheese,103.761,5.141,1.355,13.826
32957,Sliced Bacon,201.600,14.400,0.000,24.48
32958,Sliced Bacon,302.400,21.600,0.000,36.72
32959,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32960,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
32961,Sliced Mushrooms,7.088,0.530,1.443,0.093
32962,Sliced Mushrooms,6.237,0.876,0.924,0.11
32963,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32964,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
32965,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32966,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
32967,Sour Cream,80.933,0.997,1.893,12.053999999999998
32968,Strawberry Jelly,39.198,0.052,9.709,0.011
32969,Turkey Bacon,63.000,6.300,0.000,5.25
32970,Turkey Bacon,94.500,9.450,0.000,7.875
32971,Turkey Bacon,31.500,3.150,0.000,2.625
32972,Wheat Bread,67.533,2.533,12.663,1.266
32973,White Bread,63.056,1.802,12.611,0.45
32974,Banana Chocolate Chip Loaf,393.531,5.091,70.637,20.608
32975,Blueberry Muffin,414.602,7.257,62.182,18.061999999999998
32976,Blueberry Scone,335.117,5.349,53.725,17.672
32977,Chocolate Donut,300.438,4.539,35.806,27.479999999999997
32978,Cinnamon Rolls,460.000,8.000,60.000,32.0
32979,Cinnamon Sugar Donut,271.275,4.461,33.690,24.457
32980,Croissant,293.923,6.170,11.715,19.111
32981,Glazed Donut,329.924,4.412,48.460,24.265
32982,Ham & Cheese Croissant,478.688,11.440,45.159,45.461
32983,Lemon Bundt Cake w/ Poppy Seed,25.076,4.874,47.393,13.198999999999998
32984,Vanilla Iced Donut,290.398,4.413,38.397,24.266
32985,Zucchini Bread,400.440,7.469,89.760,8.687999999999999
32986,Applesauce,162.448,0.007,41.548,0.003
32987,Celery Sticks w/Peanut Butter,363.872,13.580,15.684,34.026
32988,Chocolate Pudding Cookies & Cream Parfait,318.331,2.219,51.926,16.979
32989,Hard Boiled Eggs,136.400,11.070,0.986,12.212
32990,Large Chicken Caesar Salad,347.213,27.193,24.014,18.062
32991,PB & Grape Jelly on White Bread,365.315,9.806,48.966,17.733
32992,Small Caesar Salad,195.838,9.768,12.214,13.142999999999999
32993,Small Garden Salad,35.827,2.094,7.620,0.501
32994,Vanilla Cookies & Cream Pudding Parfait,319.227,1.910,52.270,17.208
32996,Blue & White Pancakes,144.363,3.473,20.876,6.053
32997,Blueberry Pancakes,141.460,3.434,20.516,5.763999999999999
32998,Chocolate Chip Pancakes,155.450,3.645,22.334,7.212
32999,"Egg, Sausage and Cheese Bagel",545.349,24.767,32.900,48.235
33000,French Toast Sticks,459.725,6.133,47.830,31.711
33001,"Fried Egg, Cheese, & Bacon Bagel",573.502,31.493,32.266,51.272999999999996
33002,"Fried Egg, Cheese, Bacon Croissant",619.500,28.226,27.371,64.02199999999999
33003,"Fried Egg, Cheese, Sausage Croissant",620.400,22.939,28.384,64.855
33004,Fried Eggs,88.282,6.078,0.371,8.652
33006,Old Fashion French Toast,390.291,15.231,66.406,8.588000000000001
33007,Omelets-to-Order,331.780,26.165,3.529,31.641999999999996
33008,Pancakes,139.574,3.418,20.066,5.7379999999999995
33009,Scrambled Egg Whites,57.084,11.929,1.168,0.048
33010,Scrambled Eggs,173.699,14.884,0.000,14.89
33011,Strawberry Banana Pancakes,152.024,3.579,23.246,5.804
33012,Fresh Fruit & Yogurt Bar Assorted Nuts,103.829,2.496,14.253,5.62
33013,Hash Browned Patty,137.778,0.984,14.762,9.349
33014,Sausage Patty,202.500,9.113,1.013,25.313000000000002
33015,Sliced Bacon,302.400,21.600,0.000,36.72
33016,Turkey Bacon,94.500,9.450,0.000,7.875
33017,Turkey Sausage Patty,85.095,7.564,0.000,8.51
33018,Bacon Bits,132.300,9.450,0.000,16.064999999999998
33019,Bagel,150.806,4.435,30.161,0.444
33020,Bananas,107.085,1.311,27.481,0.532
33021,Blueberry Bagels,280.000,9.000,58.000,1.0
33022,Butter PC,50.736,0.060,0.004,9.373999999999999
33023,Cream Cheese,99.225,1.744,1.565,15.494
33024,Croissant,261.053,4.351,26.105,21.753999999999998
33025,Diced Green Peppers,7.938,0.261,1.899,0.065
33026,Diced Ham,33.750,4.725,1.013,1.351
33027,Diced Onions,11.340,0.312,2.648,0.04
33028,Diced Tomatoes,5.103,0.249,1.103,0.065
33029,Egg White Omelet,56.700,11.930,1.168,0.0
33030,Extra Fried Egg,88.282,6.078,0.371,8.652
33031,Fried Eggs Breakfast Sandwich,88.282,6.078,0.371,8.652
33032,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
33033,Gluten Free Bread,98.182,1.091,19.636,3.2729999999999997
33034,Grape Jelly,3.525,0.000,0.906,0.0
33035,Omelet Bar,165.663,14.200,0.000,14.2
33036,Oranges,118.440,2.369,29.610,0.33999999999999997
33037,Peanut Butter,121.486,4.050,5.062,12.149000000000001
33038,Plain Bagels,290.000,10.000,61.000,1.0
33039,Provolone Cheese,101.250,7.088,1.013,12.151
33040,Provolone Cheese,101.250,7.088,1.013,12.151
33041,Red Apple,164.320,0.822,43.640,0.625
33042,Sausage Patty,202.500,9.113,1.013,25.313000000000002
33043,Sausage Patty,101.250,4.557,0.507,12.657
33044,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
33045,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
33046,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
33047,Sliced American Cheese,103.761,5.141,1.355,13.826
33048,Sliced American Cheese,103.761,5.141,1.355,13.826
33049,Sliced Bacon,201.600,14.400,0.000,24.48
33050,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
33051,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
33052,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
33053,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
33054,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
33055,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
33056,Soft Flour Tortilla,128.520,3.444,20.740,4.584
33057,Strawberry Jelly,39.198,0.052,9.709,0.011
33058,Turkey Bacon,31.500,3.150,0.000,2.625
33059,Turkey Sausage Patty,85.095,7.564,0.000,8.51
33060,Turkey Sausage Patty,42.548,3.782,0.000,4.256
33061,White Bread,63.056,1.802,12.611,0.45
33063,Blueberry Bagels,280.000,9.000,58.000,1.0
33064,Cream Cheese,99.225,1.744,1.565,15.494
33065,Plain Bagels,290.000,10.000,61.000,1.0
33066,Chicken Noodle Soup 12 ozl,121.654,15.906,8.624,2.844
33067,Chicken Noodle Soup 8 ozl,81.103,10.604,5.749,1.896
33068,Cream of Broccoli & Cheddar Soup 8 ozl,479.669,9.935,15.195,70.243
33069,Cream of Broccoli & Cheddar Soup 12 ozl,719.504,14.902,22.792,105.364
33070,4 Cheese Mac & Cheese Bowl,837.726,38.860,24.509,104.495
33071,Berry Smoothie,380.000,1.000,140.000,0.0
33072,Chicken Bacon Ranch Panini,1035.230,54.754,77.291,73.301
33073,Chicken Parm Panini,784.275,35.465,96.736,35.099000000000004
33074,"Chicken, Bacon, Jalapeno Mac and Cheese Bowl",864.833,52.392,20.944,101.06700000000001
33075,Chocolate Milkshake,743.084,12.602,97.836,57.4
33076,Cinnamon Rolls,460.000,8.000,60.000,32.0
33077,Feature Milkshake,742.976,15.982,85.904,41.68
33078,Mango Smoothie,560.000,0.000,136.000,0.0
33079,Three Cheese Foccacia Panini with Sun Drided Tomato Pesto,537.201,31.613,9.513,58.19499999999999
33080,Vanilla Milkshake,778.496,10.170,83.738,52.41
33083,Chicken Twister Salad,760.650,34.741,22.166,76.437
33089,Made to Order Sub In A Tub,0.000,0.000,0.000,0.0
33090,BBQ Sauce,51.786,0.000,13.464,0.0
33091,Baby Spinach,13.042,1.622,2.058,0.256
33092,Baby Spinach,6.521,0.811,1.029,0.129
33093,Bacon Bits,132.300,9.450,0.000,16.064999999999998
33094,Baked Ham,135.000,18.900,4.052,5.404
33096,Balsamic Vinegar,37.620,0.210,7.280,0.0
33097,Balsamic Vinegar,37.620,0.210,7.280,0.0
33098,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
33099,Black Pepper,0.074,0.003,0.019,0.001
33100,Bleu Cheese Crumbles,100.076,6.067,0.663,13.440999999999999
33101,Bleu Cheese Dressing,149.738,0.424,1.476,18.369
33102,Broccoli Florets,7.938,0.845,1.435,0.114
33103,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
33104,Capicola,184.844,18.824,4.344,13.08
33105,Carrots,11.624,0.264,2.716,0.078
33106,Chef's Choice Salad Beef,0.000,0.000,0.000,0.0
33107,Chef's Choice Salad Chicken,0.000,0.000,0.000,0.0
33108,Chef's Choice Salad Salmon,0.000,0.000,0.000,0.0
33109,Chef's Choice Salad Shrimp,0.000,0.000,0.000,0.0
33110,Chick Peas,15.702,0.785,2.748,0.294
33111,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
33112,Chicken Tenders,141.783,8.445,8.445,10.033
33113,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
33114,Chipotle Ranch Dressing,144.552,0.467,2.520,17.054
33115,Crushed Red Pepper,5.289,0.200,0.942,0.34099999999999997
33116,Dill Pickle Chips,0.996,0.000,0.199,0.0
33117,Dried Basil,1.832,0.181,0.375,0.049
33118,Dried Cranberries,43.659,0.024,11.737,0.168
33119,Extra Baked Ham,67.500,9.450,2.026,2.702
33120,Extra Capicola,92.422,9.412,2.172,6.54
33121,Extra Chef's Choice Salad Beef,0.000,0.000,0.000,0.0
33122,Extra Chef's Choice Salad Chicken,0.000,0.000,0.000,0.0
33123,Extra Chef's Choice Salad Salmon,0.000,0.000,0.000,0.0
33124,Extra Chef's Choice Salad Shrimp,0.000,0.000,0.000,0.0
33125,Extra Chicken Tenders,212.674,12.667,12.667,15.049000000000001
33126,Extra Chicken Tenders,283.565,16.889,16.889,20.064999999999998
33127,Extra Genoa Salami,147.988,7.144,1.076,18.18
33128,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
33129,Extra Grilled Chicken Strips,69.526,12.826,0.676,2.364
33130,Extra Italian Meats,93.853,8.864,1.825,7.531
33131,Extra Julienne Ham,67.500,9.450,2.026,2.702
33132,Extra Julienne Turkey,47.840,9.568,2.126,1.064
33133,Extra Roast Beef,92.988,16.132,0.000,3.56
33134,Extra Sliced Bacon,302.400,21.600,0.000,36.72
33135,Extra Sliced Turkey,60.750,10.126,2.026,1.518
33136,Extra Surimi,107.732,8.640,17.012,0.7
33137,Extra Tuna Salad,196.508,17.798,1.120,15.27
33138,Extra Tuna Salad,147.381,13.349,0.840,11.453
33139,Feta Cheese,74.844,4.028,1.160,10.27
33140,Flax Seeds,151.392,5.184,8.184,12.992
33141,GF Sub Roll,470.000,12.000,76.000,15.0
33142,GF Sub Roll,235.000,6.000,38.000,7.5
33143,Garlic Salt,0.000,0.000,0.000,0.0
33144,Genoa Salami,295.976,14.288,2.152,36.36
33145,Gluten Free Bread,196.364,2.182,39.272,6.545999999999999
33146,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
33147,GrapeTomatoes,3.063,0.150,0.663,0.039
33148,Grated Parmesan Cheese,14.884,1.007,0.493,1.532
33149,Grilled Chicken Breast,94.709,19.796,0.010,1.722
33150,Grilled Chicken Strips,139.052,25.652,1.352,4.728
33151,Half Baked Ham,67.500,9.450,2.026,2.702
33152,Half Capicola,92.422,9.412,2.172,6.54
33153,Half Chicken Tenders,212.674,12.667,12.667,15.049000000000001
33154,Half Genoa Salami,147.988,7.144,1.076,18.18
33155,Half Grilled Chicken Strips,69.526,12.826,0.676,2.364
33156,Half Italian Meats,93.853,8.864,1.825,7.531
33157,Half Roast Beef,92.988,16.132,0.000,3.56
33158,Half Sliced Turkey,60.750,10.126,2.026,1.518
33159,Half Tuna Salad,147.381,13.349,0.840,11.453
33160,Half White Sub Roll,128.000,4.000,26.000,0.5
33161,Hard Boiled Eggs Sliced,68.200,5.535,0.493,6.105
33162,Hoagie Roll Half Whole Wheat,243.043,7.478,48.609,1.87
